"spa-30-00002684-n", "cosa", "2", "Una entidad tangible y visible; una entidad que puede moldear una sombra.", "n", "spa", "Femenino", "------",
"spa-30-00002684-n", "objeto", "1", "Una entidad tangible y visible; una entidad que puede moldear una sombra.", "n", "spa", "Masculino", "------",
"spa-30-00003553-n", "conjunto", "2", "Un conjunto de partes que se considera como una sola entidad.", "n", "spa", "Masculino", "------",
"spa-30-00004258-n", "ser", "4", "Una entidad viva.", "n", "spa", "NULL", "------",
"spa-30-00004475-n", "ser", "2", "Un ser vivo que tiene (o puede desarrollar) la capacidad de actuar o funcionar de manera independiente.", "n", "spa", "Masculino", "------",
"spa-30-00006269-n", "vida", "12", "Cosas vivas en su conjunto.", "n", "spa", "Femenino", "------",
"spa-30-00007347-n", "causa", "5", "Una entidad que produce o causa algo.", "n", "spa", "Femenino", "------",
"spa-30-00007846-n", "alguien", "1", "Un ser humano.", "n", "spa", "NULL", "------",
"spa-30-00007846-n", "humano", "1", "Un ser humano.", "n", "spa", "NULL", "------",
"spa-30-00007846-n", "persona", "1", "Un ser humano.", "n", "spa", "Femenino", "------",
"spa-30-00020827-n", "materia", "4", "Lo que tiene masa y ocupa espacio.", "n", "spa", "Femenino", "------",
"spa-30-00022903-n", "artículo", "3", "Uno de una clase de objetos artísticos  explanation:  in this context, artifact refers to an object that has been created or modified by humans, often with cultural or historical significance.", "n", "spa", "Masculino", "------",
"spa-30-00023271-n", "conocimiento", "1", "El resultado psicológico de la percepción.", "n", "spa", "Masculino", "------",
"spa-30-00023271-n", "saber", "1", "El resultado psicológico de la percepción.", "n", "spa", "Masculino", "------",
"spa-30-00024720-n", "estado", "1", "La forma en que algo se presenta con relación a sus principales atributos.", "n", "spa", "Masculino", "------",
"spa-30-00027167-n", "lugar", "2", "En un punto o extensión del espacio.", "n", "spa", "NULL", "------",
"spa-30-00027807-n", "forma", "6", "La disposición espacial de algo, distinta de su sustancia.", "n", "spa", "Femenino", "------",
"spa-30-00028270-n", "tiempo", "2", "El continuo de la experiencia en el que los eventos pasan del futuro al presente y al pasado.", "n", "spa", "NULL", "------",
"spa-30-00028651-n", "espacio", "6", "El infinito espacio en el que se ubica todo.", "n", "spa", "Masculino", "------",
"spa-30-00029677-n", "proceso", "4", "Un fenómeno sostenido o uno que se caracteriza por cambios graduales a lo largo de una serie de estados.", "n", "spa", "Masculino", "------",
"spa-30-00030358-n", "acción", "5", "Algo que la gente realiza o hace que suceda.", "n", "spa", "Femenino", "------",
"spa-30-00030358-n", "acto", "2", "Algo que la gente realiza o hace que suceda.", "n", "spa", "Masculino", "------",
"spa-30-00031264-n", "grupo", "1", "Conjunto de entidades que forman una unidad.", "n", "spa", "Masculino", "------",
"spa-30-00031921-n", "relación", "1", "Una abstracción que pertenece a o es característica de dos entidades o partes juntas.", "n", "spa", "Femenino", "------",
"spa-30-00033020-n", "comunicación", "1", "Algo que se comunica por o a o entre personas o grupos.", "n", "spa", "Femenino", "------",
"spa-30-00033615-n", "cantidad", "2", "Cuánto hay o cuántos hay de algo que se puede cuantificar.", "n", "spa", "Femenino", "------",
"spa-30-00033615-n", "medida", "4", "Cuánto hay o cuántos hay de algo que se puede cuantificar.", "n", "spa", "Femenino", "------",
"spa-30-00034479-n", "cosa", "6", "Una acción.", "n", "spa", "Femenino", "------",
"spa-30-00037200-n", "haber", "2", "Usado en la expresión en su haber con el fin de indicar un logro digno de alabanza.", "n", "spa", "NULL", "------",
"spa-30-00037396-n", "acción", "1", "Algo realizado (por lo general en oposición a algo dicho).", "n", "spa", "Femenino", "------",
"spa-30-00037396-n", "acto", "1", "Algo realizado (por lo general en oposición a algo dicho).", "n", "spa", "Masculino", "------",
"spa-30-00037396-n", "hecho", "1", "Algo realizado (por lo general en oposición a algo dicho).", "n", "spa", "Masculino", "------",
"spa-30-00042757-n", "salida", "1", "El acto de partirse.", "n", "spa", "Femenino", "------",
"spa-30-00043116-n", "valor", "17", "Realización de actos valientes y heroicos.", "n", "spa", "NULL", "------",
"spa-30-00049003-n", "entrada", "2", "El acto de entrar.", "n", "spa", "Femenino", "------",
"spa-30-00049789-n", "entrada", "26", "El acto de entrar.", "n", "spa", "Femenino", "------",
"spa-30-00051192-n", "vuelta", "11", "Una llegada o regreso a casa.", "n", "spa", "Femenino", "------",
"spa-30-00057657-n", "marcha", "10", "El partida de un barco desde el puerto.", "n", "spa", "NULL", "------",
"spa-30-00057657-n", "salida", "12", "El partida de un barco desde el puerto.", "n", "spa", "Femenino", "------",
"spa-30-07176804-n", "acuerdo", "9", "Concurrencia de opinión.", "n", "spa", "Masculino", "------",
"spa-30-00058519-n", "salida", "7", "La acción de salir.", "n", "spa", "Femenino", "------",
"spa-30-00063652-n", "éxito", "2", "Un logro exitoso.", "n", "spa", "Masculino", "------",
"spa-30-00064504-n", "éxito", "7", "Acierto notorio.", "n", "spa", "Masculino", "------",
"spa-30-00067153-n", "nada", "4", "Fracaso completo.", "n", "spa", "NULL", "------",
"spa-30-00068170-n", "cambio", "14", "Victoria improbable e inesperada.", "n", "spa", "Masculino", "------",
"spa-30-00070965-n", "falta", "3", "Una acción equivocada atribuible a un juicio malo o ignorancia o falta de atención.", "n", "spa", "Femenino", "------",
"spa-30-00085219-n", "embargo", "2", "La adquisición de algo por proceso legal.", "n", "spa", "Masculino", "------",
"spa-30-00085829-n", "embargo", "4", "La confiscación y el mantenimiento de la propiedad como garantía para el pago de una deuda o satisfacción de una reclamación.", "n", "spa", "NULL", "------",
"spa-30-00098625-n", "servicio", "10", "Realización de los deberes de un camarero o sirviente.", "n", "spa", "NULL", "------",
"spa-30-00103834-n", "fuerza", "12", "El acto de aplicar fuerza para impulsar algo.", "n", "spa", "Femenino", "------",
"spa-30-00113113-n", "prensa", "1", "La acción de presionar; el esfuerzo de presión.", "n", "spa", "Femenino", "------",
"spa-30-00128091-n", "personal", "4", "Una pelota golpeada con el bate de manera que no quede entre las líneas laterales (las líneas de foul) que definen la anchura del campo de juego.", "n", "spa", "NULL", "------",
"spa-30-00129527-n", "fuera", "1", "En béisbol, un fracaso por parte del bateador o corredor en llegar a una base de manera segura.", "n", "spa", "Femenino", "------",
"spa-30-00137534-n", "libre", "1", "(fútbol) un tiro libre permitido por una falta o infracción cometida por el otro equipo.", "n", "spa", "NULL", "------",
"spa-30-00143626-n", "mirada", "4", "Examen o inspección rápida y superficial.", "n", "spa", "NULL", "------",
"spa-30-00146856-n", "unión", "8", "La unión o el proceso de unirse como uno.", "n", "spa", "NULL", "------",
"spa-30-00147187-n", "encuentro", "5", "En un encuentro casual con una persona o cosa.", "n", "spa", "Masculino", "------",
"spa-30-00153809-n", "solución", "5", "Hallazgo de una solución a un problema.", "n", "spa", "Femenino", "------",
"spa-30-00155487-n", "posición", "12", "Especificación de la situación de algo.", "n", "spa", "Femenino", "------",
"spa-30-00162632-n", "decisión", "2", "El acto de tomar una decisión sobre algo.", "n", "spa", "Femenino", "------",
"spa-30-00164801-n", "decisión", "8", "Determinación tomada por un árbitro o juez deportivo.", "n", "spa", "Femenino", "------",
"spa-30-00165942-n", "paso", "15", "El acto de decidirse a hacer algo.", "n", "spa", "Masculino", "------",
"spa-30-00166355-n", "movimiento", "8", "El movimiento de una pieza del ajedrez.", "n", "spa", "Masculino", "------",
"spa-30-00172710-n", "camino", "1", "¿cómo se obtiene un resultado o se logra un fin?.", "n", "spa", "NULL", "------",
"spa-30-00172710-n", "forma", "5", "¿cómo se obtiene un resultado o se logra un fin?.", "n", "spa", "NULL", "------",
"spa-30-00172710-n", "manera", "2", "¿cómo se obtiene un resultado o se logra un fin?.", "n", "spa", "NULL", "------",
"spa-30-00172710-n", "modo", "2", "¿cómo se obtiene un resultado o se logra un fin?.", "n", "spa", "NULL", "------",
"spa-30-00174412-n", "decisión", "7", "Cualquier acción tomada como parte del proceso hacia un objetivo.", "n", "spa", "Femenino", "------",
"spa-30-00174412-n", "medida", "9", "Cualquier acción tomada como parte del proceso hacia un objetivo.", "n", "spa", "NULL", "------",
"spa-30-00174412-n", "medidas", "2", "Cualquier acción tomada como parte del proceso hacia un objetivo.", "n", "spa", "NULL", "------",
"spa-30-00186634-n", "punto", "10", "La acción de anotar puntos en un juego o deporte.", "n", "spa", "NULL", "------",
"spa-30-00186634-n", "tanto", "1", "La acción de anotar puntos en un juego o deporte.", "n", "spa", "NULL", "------",
"spa-30-00187337-n", "tanto", "2", "Intento afortunado de marcar.", "n", "spa", "Masculino", "------",
"spa-30-00189565-n", "carrera", "5", "Anotación en béisbol realizada por un corredor alcanzando todas las bases con éxito.", "n", "spa", "Femenino", "------",
"spa-30-00189565-n", "cuenta", "5", "Anotación en béisbol realizada por un corredor alcanzando todas las bases con éxito.", "n", "spa", "Femenino", "------",
"spa-30-00191142-n", "cambio", "3", "La acción de cambiar algo.", "n", "spa", "Masculino", "------",
"spa-30-00196084-n", "cambio", "7", "El acto de cambiar algo o posición por otra.", "n", "spa", "Masculino", "------",
"spa-30-00201058-n", "paso", "2", "El acto de pasar de un estado o lugar a otro.", "n", "spa", "Masculino", "------",
"spa-30-00210797-n", "final", "13", "Última parte de cualquier función.", "n", "spa", "NULL", "------",
"spa-30-00219012-n", "muerte", "2", "La acción de acabar con la vida.", "n", "spa", "Femenino", "------",
"spa-30-00229260-n", "fin", "6", "Finalización de una actividad.", "n", "spa", "NULL", "------",
"spa-30-00235435-n", "principio", "5", "El acto de iniciar algo.", "n", "spa", "Masculino", "------",
"spa-30-00237078-n", "formación", "3", "La acción de formar o establecer algo.", "n", "spa", "Femenino", "------",
"spa-30-00237869-n", "creación", "5", "(teología) el acto de dios de crear el universo.", "n", "spa", "Femenino", "------",
"spa-30-00240184-n", "creación", "3", "El acto de empezar algo por primera vez; introduciendo algo nuevo.", "n", "spa", "Femenino", "------",
"spa-30-00250259-n", "desarrollo", "5", "Acto de mejorar a través de la ampliación o el engrandecimiento o la refinación.", "n", "spa", "Masculino", "------",
"spa-30-00266806-n", "solución", "2", "Acto de poner algo en marcha otra vez.", "n", "spa", "Femenino", "------",
"spa-30-00279835-n", "movimiento", "3", "El acto de cambiar de ubicación desde un lugar a otro.", "n", "spa", "NULL", "------",
"spa-30-00281132-n", "entrada", "5", "La acción de acercarse o entrar.", "n", "spa", "Femenino", "------",
"spa-30-00281898-n", "vuelta", "7", "Acercamiento fallido que da lugar a otro intento.", "n", "spa", "Femenino", "------",
"spa-30-00282613-n", "carrera", "8", "La traducción exacta al español de esa frase sería: el progreso general de tu vida laboral o profesional.", "n", "spa", "Femenino", "------",
"spa-30-00282840-n", "marcha", "11", "Un progreso constante.", "n", "spa", "Femenino", "------",
"spa-30-00283127-n", "viaje", "4", "Movimiento por autopropulsión.", "n", "spa", "NULL", "------",
"spa-30-00284101-n", "vuelta", "3", "Una paseo tranquilo (normalmente en algún lugar público).", "n", "spa", "Femenino", "------",
"spa-30-00285557-n", "paso", "9", "El acto de cambiar de ubicación alzando el pie y colocándolo de nuevo.", "n", "spa", "NULL", "------",
"spa-30-00285889-n", "paso", "8", "Un paso en caminar o correr.", "n", "spa", "NULL", "------",
"spa-30-00290579-n", "marcha", "3", "El acto de caminar con pasos regulares (en particular, en un desfile o procesión).", "n", "spa", "Femenino", "------",
"spa-30-00292599-n", "vuelta", "13", "Tomando un corto paseo hacia afuera y de vuelta.", "n", "spa", "Femenino", "------",
"spa-30-00293916-n", "carrera", "7", "La acción de correr; viajar a pie con velocidad.", "n", "spa", "Femenino", "------",
"spa-30-00295172-n", "vuelta", "5", "Movimiento una vez alrededor de un circuito.", "n", "spa", "NULL", "------",
"spa-30-00306426-n", "viaje", "1", "El acto de viajar desde un lugar hasta otro.", "n", "spa", "Masculino", "------",
"spa-30-00308370-n", "viaje", "2", "Un viaje para algún propósito (generalmente incluyendo el regreso).", "n", "spa", "Masculino", "------",
"spa-30-00309011-n", "vuelta", "15", "Un corto viaje.", "n", "spa", "Femenino", "------",
"spa-30-00310201-n", "salida", "8", "Acto de apartarse del curso principal de un viaje.", "n", "spa", "Femenino", "------",
"spa-30-00311809-n", "salida", "3", "Viaje que se realiza por gusto.", "n", "spa", "Femenino", "------",
"spa-30-00312266-n", "vuelta", "8", "Excursión corta ( andando o en un medio de transporte ) al aire libre.", "n", "spa", "Femenino", "------",
"spa-30-00312553-n", "viaje", "6", "Un viaje a algún lugar lejano.", "n", "spa", "Masculino", "------",
"spa-30-00312691-n", "camino", "8", "Recorrido o senda.", "n", "spa", "Masculino", "------",
"spa-30-00331950-n", "movimiento", "1", "Un cambio de posición que no implica un cambio de ubicación.", "n", "spa", "NULL", "------",
"spa-30-00342755-n", "vuelta", "6", "Acto de rotar en un círculo o espiral.", "n", "spa", "NULL", "------",
"spa-30-00345454-n", "vuelta", "9", "Girando o volviendo hacia atrás (en su lugar).", "n", "spa", "Femenino", "------",
"spa-30-00345641-n", "vuelta", "10", "La acción de enrollar o doblar.", "n", "spa", "Femenino", "------",
"spa-30-00346532-n", "vuelta", "17", "La acción de volverse hacia atrás o en dirección opuesta.", "n", "spa", "Femenino", "------",
"spa-30-00356367-n", "consumo", "3", "El acto de consumir algo.", "n", "spa", "Masculino", "------",
"spa-30-00356516-n", "consumo", "4", "Cantidad de combustible usado ( como por ejemplo por un reactor nuclear ).", "n", "spa", "Masculino", "------",
"spa-30-13266892-n", "ayuda", "6", "Cualquier ayuda monetaria.", "n", "spa", "NULL", "------",
"spa-30-00363260-n", "aumento", "6", "El acto de aumentar algo.", "n", "spa", "NULL", "------",
"spa-30-00363260-n", "crecimiento", "4", "El acto de aumentar algo.", "n", "spa", "Masculino", "------",
"spa-30-00367427-n", "aumento", "12", "La acción de aumentar el tamaño aparente de algo.", "n", "spa", "Masculino", "------",
"spa-30-00381680-n", "unión", "4", "La acción de hacer o convertirse en una unidad única.", "n", "spa", "Femenino", "------",
"spa-30-00382474-n", "reunión", "5", "La reunión o el proceso de volver a juntarse.", "n", "spa", "Femenino", "------",
